Month,Area,Food_Dining,Transportation,Entertainment,Shopping,Utilities,Housing,Healthcare,Education,Travel,Personal_Care,Other,Income,Savings,Total_Expense
2023-04-01,Miyapur,9443,2162,1739,5442,3839,19469,1492,1264,3247,1773,765,66945,16310,50635
2023-04-01,Chandanagar,8686,2902,3409,3572,2499,11499,671,3930,1514,800,632,46780,6666,40114
2023-04-01,Lingampally,9240,2699,4195,2269,3309,16992,920,4541,6614,1929,666,58155,4781,53374
2023-04-01,Dilsukhnagar,6000,2563,1622,3664,2354,14771,1125,2940,1000,800,906,43058,5313,37745
2023-04-01,Uppal,6000,2155,2749,4059,2402,12182,600,2389,2120,1164,1003,43846,7023,36823
2023-04-01,LB Nagar,6000,2000,1500,4232,2546,8266,1200,2190,2833,1563,500,39460,6630,32830
2023-04-01,Mehdipatnam,7949,2161,3240,2565,1825,11353,947,1571,1623,1890,819,47531,11588,35943
2023-04-01,Tarnaka,6000,2000,1843,2227,2534,9075,1228,3784,1138,800,500,40455,9326,31129
2023-04-01,Kompally,7206,4878,4432,6529,3767,35000,606,3218,3498,2500,1461,90221,17126,73095
2023-04-01,Nallagandla,12000,2818,5000,5043,3836,35000,1202,3353,5717,1142,1102,82311,6098,76213
2023-04-01,Attapur,6000,3927,3043,3240,2692,16782,1238,4811,6430,1252,849,56011,5747,50264
2023-04-01,Alwal,6000,2362,1987,3376,2300,10623,650,1845,1060,800,1011,49471,17457,32014
2023-04-01,Bachupally,6359,3218,3616,2868,3891,28832,1218,3791,1194,2101,950,65371,7333,58038
2023-04-01,Bowenpally,9858,3191,1500,2000,3417,19806,500,4029,5948,1404,1024,63428,10751,52677
2023-04-01,Nizampet,8956,2500,3823,3229,3042,12782,619,4072,3740,1430,1628,47174,1353,45821
2023-04-01,Somajiguda,12000,5000,2510,5787,4000,21080,759,5884,5089,2048,2000,91168,25011,66157
2023-04-01,Masab Tank,7699,2800,2667,2334,3925,27570,834,2268,6411,800,1153,68975,10514,58461
2023-04-01,Khairatabad,10131,4696,2390,6162,3521,28500,646,3817,5371,1343,818,86629,19234,67395
2023-04-01,Nagole,6000,2000,3123,2611,2856,22254,500,2762,4605,1218,742,49594,923,48671
2023-05-01,Madhapur,12000,3272,5000,7000,4000,14113,2000,3895,8000,1361,2000,133325,70684,62641
2023-05-01,Gachibowli,10569,3435,5000,4380,4000,35000,2000,4707,8000,1430,2000,138903,58382,80521
2023-05-01,Hitech City,12000,4140,4032,7000,3498,35000,2000,6000,8000,2500,2000,126599,40429,86170
2023-05-01,Kukatpally,9831,3318,3104,5926,4000,24663,1117,2995,4563,1291,992,64523,2723,61800
2023-05-01,Ameerpet,6000,2000,3741,3742,4000,21696,500,1581,2914,2175,732,59762,10681,49081
2023-05-01,Banjara Hills,12000,5000,3946,3808,3993,16465,1344,6000,8000,2500,2000,116103,51047,65056
2023-05-01,Jubilee Hills,12000,5000,5000,7000,4000,30117,1101,3688,8000,2500,1848,103771,23517,80254
2023-05-01,Secunderabad,8261,2278,2344,4707,3555,17642,753,4120,2633,2138,699,69345,20215,49130
2023-05-01,Begumpet,7618,4005,3805,5207,3714,35000,1410,3887,6118,1048,1593,80713,7308,73405
2023-05-01,Kondapur,12000,3239,5000,6538,4000,31357,888,6000,8000,2500,1719,97842,16601,81241
2023-05-01,Manikonda,10859,5000,4098,4131,4000,28882,2000,3154,5930,2409,1391,74283,2429,71854
2023-05-01,Miyapur,7583,2292,3557,2300,2161,21581,1403,4739,3399,856,1675,69138,17592,51546
2023-05-01,Chandanagar,6000,2149,2088,3851,3840,23645,1295,1554,3919,1337,598,60629,10353,50276
2023-05-01,Lingampally,6651,2018,2903,4681,1774,17784,1418,4016,7670,1323,1466,58945,7241,51704
2023-05-01,Dilsukhnagar,6000,2000,1500,2809,2008,9395,1054,1664,2544,800,750,44536,14012,30524
2023-05-01,Uppal,6000,2000,2769,4415,2278,16836,1195,3979,4745,1535,1237,48737,1748,46989
2023-05-01,LB Nagar,7049,2218,1500,2000,2208,13999,729,2519,4307,1457,500,47039,8553,38486
2023-05-01,Mehdipatnam,9015,3807,4175,5333,3901,13815,924,1961,5932,2008,852,57894,6171,51723
2023-05-01,Tarnaka,6278,2000,1500,2000,1500,22599,742,3474,5234,800,513,48327,1687,46640
2023-05-01,Kompally,8147,5000,2137,5785,4000,15409,982,6000,4134,1644,1233,91666,37195,54471
2023-05-01,Nallagandla,8464,4872,4730,4381,4000,15482,570,4341,8000,975,914,95691,38962,56729
2023-05-01,Attapur,9302,2000,2470,4913,2601,11220,679,2613,5037,1940,1253,60677,16649,44028
2023-05-01,Alwal,6487,3165,1881,2569,3045,9363,1020,3053,1454,1021,512,37416,3846,33570
2023-05-01,Bachupally,7687,2510,3751,5722,3836,13288,797,1990,2298,2104,965,51496,6548,44948
2023-05-01,Bowenpally,6294,3889,2482,2000,2040,21636,1434,1760,8000,1924,1518,55686,2709,52977
2023-05-01,Nizampet,6000,3856,2154,4269,3561,9606,1400,4770,6899,1299,1521,53015,7680,45335
2023-05-01,Somajiguda,10699,4943,5000,6709,3239,13054,1001,4103,7150,2090,1276,93363,34099,59264
2023-05-01,Masab Tank,10367,2475,3683,4868,3170,11822,1529,5241,7380,2132,1785,70877,16425,54452
2023-05-01,Khairatabad,9386,4529,3655,7000,2509,22139,2000,2800,8000,1679,2000,82788,17091,65697
2023-05-01,Nagole,6000,2862,1779,3340,2611,20181,500,1395,5363,1167,825,49677,3654,46023
2023-06-01,Madhapur,9858,4741,5000,3355,4000,35000,897,6000,4365,2500,2000,131433,53717,77716
2023-06-01,Gachibowli,11534,5000,5000,5104,4000,13808,2000,6000,8000,2500,2000,142000,77054,64946
2023-06-01,Hitech City,12000,5000,5000,4863,4000,35000,1656,6000,3213,2500,2000,128244,47012,81232
2023-06-01,Kukatpally,7315,2295,2051,2242,2059,9083,1816,1756,1764,2019,1254,72267,38613,33654
2023-06-01,Ameerpet,9445,3453,4070,4606,3111,24169,1039,3391,3791,966,1504,71884,12339,59545
2023-06-01,Banjara Hills,11771,4658,5000,6209,4000,35000,1049,6000,5364,1987,2000,101382,18344,83038
2023-06-01,Jubilee Hills,12000,5000,5000,5990,4000,35000,2000,6000,3379,2500,2000,120962,38093,82869
2023-06-01,Secunderabad,6000,2995,2628,2182,2304,17845,1447,2743,6103,1549,1471,66578,19311,47267
2023-06-01,Begumpet,10161,4022,4219,7000,3924,25615,1613,6000,1728,1928,1406,84865,17249,67616
2023-06-01,Kondapur,12000,5000,5000,6418,3683,20911,970,2119,6072,2500,2000,144518,77845,66673
2023-06-01,Manikonda,6863,4111,2261,7000,2657,27615,1096,6000,4306,2318,938,74773,9608,65165
2023-06-01,Miyapur,7817,3707,3885,6074,2236,13674,760,2814,4409,2162,1724,72689,23427,49262
2023-06-01,Chandanagar,7613,3255,3748,5539,2088,18509,1454,2927,3390,2057,1644,73260,21036,52224
2023-06-01,Lingampally,9169,2386,2229,4025,3082,18396,1236,3618,5306,1162,846,72902,21447,51455
2023-06-01,Dilsukhnagar,6000,2000,2908,2749,1681,18515,865,1006,2088,800,964,49002,9426,39576
2023-06-01,Uppal,6000,2000,2354,2000,3015,8120,939,3005,2730,800,1135,37891,5793,32098
2023-06-01,LB Nagar,7471,2000,1500,4288,2363,8000,529,3959,3995,1196,1269,48426,11856,36570
2023-06-01,Mehdipatnam,6557,2884,2319,2624,1697,14716,1317,1285,3424,1592,1190,57699,18094,39605
2023-06-01,Tarnaka,7184,2987,2690,2000,2264,16372,585,1144,1729,1060,755,40804,2034,38770
2023-06-01,Kompally,11787,5000,2374,7000,2079,35000,2000,1598,6828,2500,2000,83011,4845,78166
2023-06-01,Nallagandla,12000,4122,2002,7000,4000,27773,1271,6000,2343,2323,692,91302,21776,69526
2023-06-01,Attapur,9531,2936,2822,3059,4000,23878,905,2254,2180,1365,1644,69805,15231,54574
2023-06-01,Alwal,6675,2000,2892,2496,2910,9318,916,5059,1800,1269,1271,44419,7813,36606
2023-06-01,Bachupally,6000,3531,2360,2068,2950,24886,814,3288,6074,1478,1548,59028,4031,54997
2023-06-01,Bowenpally,7456,4174,3245,2216,3987,18222,612,2121,4994,800,799,61273,12647,48626
2023-06-01,Nizampet,7267,2726,2796,2856,1660,20665,891,5008,1480,800,733,51844,4962,46882
2023-06-01,Somajiguda,10233,3726,5000,4554,4000,28131,624,5861,3997,1775,762,72790,4127,68663
2023-06-01,Masab Tank,10556,2000,3265,5271,2505,26507,1312,6000,7126,800,1057,73393,6994,66399
2023-06-01,Khairatabad,10771,2832,3107,7000,2235,23462,2000,4256,5058,2500,1407,66464,1836,64628
2023-06-01,Nagole,6000,3220,1618,3010,1500,12943,1262,3274,5192,826,837,42075,2393,39682
2023-07-01,Madhapur,12000,5000,3870,7000,3865,34870,2000,3018,4856,1332,1699,119724,40214,79510
2023-07-01,Gachibowli,12000,4034,5000,5260,3787,27621,2000,5284,5596,2500,2000,94013,18931,75082
2023-07-01,Hitech City,11811,5000,4377,3559,4000,18400,1391,6000,3106,2500,2000,95842,33698,62144
2023-07-01,Kukatpally,9419,3801,4566,3403,1750,20208,1193,1734,4857,800,1736,67000,13533,53467
2023-07-01,Ameerpet,6751,2000,1672,2848,1944,8000,818,1748,3248,1294,897,51959,20739,31220
2023-07-01,Banjara Hills,11153,3541,3765,7000,4000,35000,2000,6000,5462,2500,2000,105388,22967,82421
2023-07-01,Jubilee Hills,12000,5000,5000,7000,4000,28441,2000,2563,8000,2500,1115,99359,21740,77619
2023-07-01,Secunderabad,6000,3876,3864,4506,3275,9569,822,2761,1166,1404,807,62968,24918,38050
2023-07-01,Begumpet,9638,3778,5000,3866,4000,22493,1144,4051,4526,1427,1446,64429,3060,61369
2023-07-01,Kondapur,12000,5000,4460,7000,3242,35000,2000,6000,8000,1576,1952,96928,10698,86230
2023-07-01,Manikonda,7802,4951,3940,3687,4000,12348,1496,5118,1569,2019,1916,55551,6705,48846
2023-07-01,Miyapur,7903,2418,3327,2259,3347,28009,678,2279,4454,1760,1014,59752,2304,57448
2023-07-01,Chandanagar,6000,2000,4167,3565,3069,17524,1570,1199,1499,1984,1601,55578,11400,44178
2023-07-01,Lingampally,6930,2861,2520,2514,3193,12647,1328,1138,1083,1629,860,51015,14312,36703
2023-07-01,Dilsukhnagar,6471,2000,3143,3741,2405,8000,639,1851,3101,850,500,41449,8748,32701
2023-07-01,Uppal,6000,2109,1500,2210,2048,12341,680,2451,4276,964,922,41607,6106,35501
2023-07-01,LB Nagar,7782,2352,3090,3937,1500,12920,1021,3914,2776,800,886,42413,1435,40978
2023-07-01,Mehdipatnam,8858,2970,3399,5350,2590,20681,1375,4393,5971,800,1125,60773,3261,57512
2023-07-01,Tarnaka,6000,3097,2548,2772,1500,11595,1052,1367,1119,1561,1113,36179,2455,33724
2023-07-01,Kompally,8374,5000,4297,5457,2451,17362,604,5014,1406,873,1722,63990,11430,52560
2023-07-01,Nallagandla,12000,4835,3568,5017,2933,18986,1452,3574,5874,2500,2000,93747,31008,62739
2023-07-01,Attapur,7159,2190,2354,2962,1668,24669,1072,4822,1058,800,952,52803,3097,49706
2023-07-01,Alwal,6000,2000,3185,2000,1500,15112,802,2511,2340,1419,500,46983,9614,37369
2023-07-01,Bachupally,8926,4054,2459,4260,1500,11091,531,4084,2656,1787,528,56752,14876,41876
2023-07-01,Bowenpally,9629,3883,1561,2000,1500,26752,734,3224,3433,1855,1063,57343,1709,55634
2023-07-01,Nizampet,10060,2065,3715,2000,2271,26915,1263,3731,2397,1274,885,66399,9823,56576
2023-07-01,Somajiguda,10720,3977,3105,4142,2498,20970,851,6000,6124,1207,1809,98771,37368,61403
2023-07-01,Masab Tank,6746,2227,1500,2032,3094,31482,515,4306,1365,1641,1485,72349,15956,56393
2023-07-01,Khairatabad,9492,2366,4170,7000,2495,15266,798,4395,6023,2499,1897,77438,21037,56401
2023-07-01,Nagole,7235,2000,2301,2329,1552,22146,1017,3922,2617,1144,822,49816,2731,47085
2023-08-01,Madhapur,10405,4245,5000,3660,4000,17767,1248,6000,2629,2500,2000,87422,27968,59454
2023-08-01,Gachibowli,12000,5000,5000,7000,4000,35000,1564,6000,8000,2500,2000,93431,5367,88064
2023-08-01,Hitech City,12000,5000,5000,4557,3263,35000,1988,6000,2185,2419,2000,133129,53717,79412
2023-08-01,Kukatpally,9154,3830,3448,5478,2819,20724,1297,1386,2681,1562,1666,66806,12761,54045
2023-08-01,Ameerpet,8990,2027,3188,2774,2976,27075,1241,3531,3007,1391,1603,59576,1773,57803
2023-08-01,Banjara Hills,12000,5000,2868,4645,3392,30933,2000,6000,4523,1676,1724,130633,55872,74761
2023-08-01,Jubilee Hills,12000,5000,5000,7000,3104,35000,2000,5259,2370,2500,2000,126269,45036,81233
2023-08-01,Secunderabad,8398,2376,3939,4052,1500,23843,1737,4640,2651,803,1723,66333,10671,55662
2023-08-01,Begumpet,12000,4161,4336,4989,2949,12985,746,2503,7932,1212,972,96245,41460,54785
2023-08-01,Kondapur,11068,3779,5000,5830,4000,35000,1103,6000,8000,2500,2000,120877,36597,84280
2023-08-01,Manikonda,10836,4367,4366,2321,4000,26543,1864,3218,1211,1858,1405,63189,1200,61989
2023-08-01,Miyapur,7022,2402,2923,3386,3429,11067,856,2158,4196,1440,1280,56060,15901,40159
2023-08-01,Chandanagar,9781,2387,3281,2000,1802,17155,500,3418,4805,1730,1066,66639,18714,47925
2023-08-01,Lingampally,7160,2000,1581,4509,3410,8000,1142,4065,5802,1476,1222,61759,21392,40367
2023-08-01,Dilsukhnagar,6652,2991,1500,4333,1500,19980,500,1289,1000,1017,654,44127,2711,41416
2023-08-01,Uppal,6000,2148,2804,4331,2097,8000,632,3728,1086,999,1282,36912,3805,33107
2023-08-01,LB Nagar,7743,2139,2538,2834,2239,8000,500,2693,1739,1278,679,38551,6169,32382
2023-08-01,Mehdipatnam,9228,2941,3555,2837,2313,11271,1514,4324,6184,1937,1640,72047,24303,47744
2023-08-01,Tarnaka,6000,3251,2372,2788,1967,11695,632,1496,1069,1115,1242,43073,9446,33627
2023-08-01,Kompally,9885,3559,3385,3300,3853,14467,1706,5199,5442,2456,1014,83529,29263,54266
2023-08-01,Nallagandla,12000,4757,4879,6046,4000,35000,1284,5758,7055,1783,2000,88733,4171,84562
2023-08-01,Attapur,8117,2003,1979,5361,2153,16108,751,2988,5739,2006,523,59211,11483,47728
2023-08-01,Alwal,6097,2195,2355,2734,1611,13383,886,2262,2778,1413,1044,38752,1994,36758
2023-08-01,Bachupally,9539,4027,1799,4338,1954,24686,758,3847,2460,1474,1698,63658,7078,56580
2023-08-01,Bowenpally,7162,3999,4281,5508,1655,26038,500,2564,6131,1703,1123,62189,1525,60664
2023-08-01,Nizampet,9193,3490,2654,5463,1754,10652,1238,4954,2309,1035,600,56355,13013,43342
2023-08-01,Somajiguda,12000,3156,3841,7000,1802,27120,1494,5933,4107,1764,886,77857,8754,69103
2023-08-01,Masab Tank,9757,2196,2621,5890,1500,14639,1214,2433,2646,1441,704,67546,22505,45041
2023-08-01,Khairatabad,10713,4809,4101,2878,4000,14853,1923,3272,7563,1343,910,90275,33910,56365
2023-08-01,Nagole,6000,2000,2702,4144,1500,21310,1136,3582,3944,1303,862,49749,1266,48483
2023-09-01,Madhapur,12000,5000,2909,5622,2641,35000,1835,6000,8000,2500,1167,103681,21007,82674
2023-09-01,Gachibowli,12000,3424,5000,6019,4000,34897,1419,2673,2901,1556,2000,135966,60077,75889
2023-09-01,Hitech City,12000,4323,5000,7000,4000,35000,1759,6000,2489,2500,2000,137196,55125,82071
2023-09-01,Kukatpally,8750,3582,2526,4983,3163,32269,1144,1206,4774,925,801,73516,9393,64123
2023-09-01,Ameerpet,7135,3753,1918,2532,1500,28261,1378,1074,1072,1566,827,69682,18666,51016
2023-09-01,Banjara Hills,12000,5000,4302,7000,2806,35000,2000,6000,7303,2014,2000,124443,39018,85425
2023-09-01,Jubilee Hills,12000,4671,5000,7000,4000,35000,2000,6000,5069,2500,996,97714,13478,84236
2023-09-01,Secunderabad,7776,2998,2133,2756,2686,12914,539,4375,3288,1308,1037,68185,26375,41810
2023-09-01,Begumpet,12000,3437,4818,7000,3657,22804,1881,3816,4526,1964,1133,84866,17830,67036
2023-09-01,Kondapur,12000,3611,4471,7000,4000,13669,2000,5007,1738,1864,1032,87297,30905,56392
2023-09-01,Manikonda,8162,3157,3247,5193,1680,13830,716,4191,3693,1937,931,73422,26685,46737
2023-09-01,Miyapur,10205,2037,1703,2394,3464,21620,1240,5199,1419,2152,706,53863,1724,52139
2023-09-01,Chandanagar,8165,2734,2384,5581,1570,29279,896,3558,6519,800,1580,68488,5422,63066
